temperature,humidity,soil_moisture,final_label
21.7062,62.5791,0.0000,2
21.4699,62.0426,0.1456,2
21.5984,62.2866,4.7006,2
21.6583,61.8826,5.1915,2
21.9205,61.6858,10.3866,2
21.3240,62.1512,11.0504,2
21.6129,62.0702,16.4537,2
21.6450,62.3511,16.1471,2
21.0037,62.0823,20.5136,1
21.4131,62.5476,20.8652,1
21.9575,61.6830,25.7740,1
21.7314,62.0029,26.4695,1
21.5565,62.0625,31.4268,1
21.6148,62.2978,32.3862,1
21.5384,61.9872,36.5809,1
21.8729,62.3124,35.8926,1
21.1903,61.8562,42.2203,1
21.5723,62.2597,42.0175,1
21.8584,62.3369,47.4072,1
21.8080,61.6106,47.3259,1
21.6064,62.2859,51.7740,2
21.5269,62.2254,52.8702,2
21.8162,62.3337,57.8643,2
21.7139,62.0449,57.9681,2
21.7379,62.0917,63.3389,2
21.7712,62.3189,63.7746,2
22.0446,62.3161,68.1904,2
21.6813,62.2459,68.7278,2
21.8780,61.6000,74.4411,2
21.9490,62.2757,73.9803,2
21.5306,62.1072,79.2963,2
21.7057,62.3215,79.2607,2
21.7586,62.3413,83.6983,2
21.7454,62.6628,84.1972,2
21.8788,61.8301,89.4588,2
21.4507,62.5190,90.2939,2
21.5591,62.4566,95.5622,2
21.5724,62.1442,95.1037,2
21.4104,62.1383,100.0000,2
21.4789,62.3614,100.0000,2
21.5462,66.3823,0.8763,2
21.6897,66.5287,0.8004,2
21.5211,66.0017,6.1473,2
21.6063,66.5839,4.8820,2
21.6567,65.9867,10.5582,2
21.4494,66.0525,10.3748,2
21.1203,65.9678,16.1807,2
21.6485,65.9935,16.0634,2
21.4033,66.5324,20.9948,1
21.5139,66.2885,22.3324,1
21.4272,66.3838,26.7065,1
21.3865,65.8375,26.0152,1
21.7308,66.2132,31.4634,1
21.7611,66.0739,31.5346,1
21.2762,66.4120,36.9569,1
21.7381,65.9722,36.7462,1
21.3233,66.2420,42.8462,1
21.5148,65.9060,41.7653,1
21.2568,65.9271,47.7039,1
21.2897,66.4095,47.3813,1
21.4726,66.3840,52.1627,2
21.7471,66.1063,52.4384,2
21.4779,66.5226,58.1670,2
21.0546,66.3921,57.0224,2
21.5107,66.2833,62.9819,2
21.6791,66.5318,62.7712,2
21.4170,66.3050,67.6492,2
21.4836,66.7202,67.6679,2
21.5109,66.1381,74.6868,2
21.4714,66.1718,73.1688,2
21.5808,66.3968,78.5045,2
21.7767,66.3971,79.3733,2
21.5133,66.3887,84.1040,2
21.8705,66.3507,84.2149,2
21.4873,66.1610,89.5925,2
21.7429,66.1104,89.5370,2
21.6158,66.4233,93.8831,2
21.3940,65.9060,94.7533,2
21.3988,66.1669,99.4029,2
21.4983,65.9786,100.0000,2
21.6748,70.5714,0.0000,2
21.1714,70.3889,0.0000,2
21.6284,70.7122,5.4255,2
21.8316,70.3558,4.9583,2
21.7865,70.5762,10.4028,2
21.9483,70.6996,10.4310,2
21.4418,70.9243,15.8930,2
21.5839,70.7292,16.2295,2
21.6889,70.7915,21.2783,1
21.6899,70.3068,21.9578,1
21.3322,70.6191,25.6474,1
21.5593,70.3549,26.3837,1
21.6473,70.2394,31.5642,1
21.8577,70.1326,31.1519,1
21.7511,70.5496,36.9177,1
21.7834,70.2881,36.5824,1
21.4504,70.4219,42.7750,1
21.2387,70.1681,41.4224,1
21.8593,70.3420,47.2051,1
21.2560,70.4476,47.8017,1
21.6295,70.4940,51.8491,2
21.5134,70.5704,52.1357,2
21.7099,70.7918,57.6304,2
21.7241,70.4934,58.4683,2
21.9858,70.1982,63.5426,2
21.8399,70.2351,62.8703,2
21.4617,70.4865,68.2429,2
21.5393,70.7777,67.4731,2
21.3842,70.7273,73.9606,2
21.3672,70.6942,74.3476,2
21.5691,70.2239,79.3848,2
21.9236,70.2605,78.9670,2
21.7970,70.5609,83.3369,2
21.6676,70.2327,83.5752,2
21.2334,70.8834,89.0563,2
21.6456,70.7000,89.5546,2
21.6383,70.6406,94.8059,2
21.4269,70.2715,94.6843,2
21.5537,70.6551,100.0000,2
21.6477,70.2831,98.9094,2
21.4252,74.3335,0.0000,2
21.6274,74.7622,0.9291,2
21.6756,75.3096,5.6207,2
21.7961,74.6292,4.7259,2
21.4892,74.7333,10.2122,2
21.3787,74.8619,10.0236,2
21.2722,74.4002,15.6723,2
21.3808,74.6684,16.0897,2
21.6938,74.5386,20.4007,2
21.4638,74.9335,21.4972,2
21.6495,75.0973,27.1804,1
21.4823,75.1828,26.1855,1
21.7829,74.9494,30.5904,1
21.3857,74.3705,30.6879,1
21.7548,75.3575,36.7133,1
21.7498,75.1822,36.9463,1
21.5739,74.6631,42.3740,1
21.7539,74.8754,42.3190,1
21.5687,74.2590,47.8173,2
21.3220,74.9227,47.7463,2
21.3509,74.5545,53.6923,2
21.5631,74.3708,53.0320,2
21.4244,74.1607,58.1546,2
21.3956,74.8332,57.4884,2
21.7204,74.7919,61.8633,2
21.6553,74.6499,63.8663,2
21.6580,74.9637,68.0658,2
21.4209,74.7291,68.2407,2
21.8465,74.6908,73.0718,2
21.4134,75.0264,73.6006,2
21.5348,75.0549,78.4900,2
21.1319,74.4810,79.0684,2
21.5290,74.2687,84.7186,2
21.6116,74.8535,84.4203,2
21.3192,74.8277,89.9274,2
21.8070,74.9532,89.7302,2
21.2315,74.7324,94.2586,2
21.8354,75.0760,94.2616,2
21.5698,74.8114,100.0000,2
21.2438,74.0740,100.0000,2
21.0727,78.9949,0.2961,2
21.8262,78.7606,0.0806,2
21.7092,78.5947,5.7208,2
21.6338,78.7657,5.3338,2
21.5511,79.1814,10.3461,2
21.6244,78.7611,10.0574,2
21.6133,78.6783,16.1898,2
21.6974,78.7178,15.8964,2
21.4250,78.4661,20.7540,2
21.5689,79.1038,21.1274,2
21.7605,78.6530,26.1274,1
21.9078,78.3680,26.0898,1
21.3646,78.8887,31.3617,1
21.6994,79.0240,30.9261,1
21.4613,78.9473,37.2118,1
22.0655,79.1582,36.3359,1
21.5602,79.0017,41.8456,1
21.6730,78.2660,42.3818,1
21.4837,78.9145,48.1013,2
21.3266,79.0292,47.7654,2
21.6130,78.4631,53.3068,2
21.5367,78.7891,52.4763,2
21.5025,78.5903,57.9772,2
21.4595,79.1486,58.1535,2
21.9041,78.8839,62.7563,2
21.2850,79.6054,63.4889,2
21.4405,79.4553,69.0991,2
21.3087,78.7213,68.3549,2
21.3649,78.9184,74.0402,2
21.3043,79.0353,74.2685,2
21.6590,78.9247,78.6133,2
21.7451,78.5943,79.0688,2
21.5841,79.2850,83.9192,2
21.4794,78.5748,84.4292,2
21.4942,78.6887,89.0903,2
21.6864,78.6165,88.9666,2
21.7582,78.8975,95.2146,2
21.5071,78.9470,94.8150,2
21.8564,79.3391,100.0000,2
21.4532,78.6513,100.0000,2
21.8543,83.5067,0.0065,2
21.7245,83.3815,0.0745,2
21.6174,83.1874,4.8691,2
21.4417,82.9474,4.4635,2
21.6075,83.1457,10.9073,2
21.8311,83.5552,11.2355,2
21.4275,82.7283,16.2548,2
21.8554,83.6247,16.0320,2
21.1796,83.2676,21.3304,2
21.8294,83.5868,21.5074,2
21.4615,82.8492,26.5828,1
21.4205,83.6004,25.4635,2
21.6923,83.2538,31.4756,1
21.3939,82.5394,31.3132,1
21.4762,83.4914,36.4507,1
21.6695,82.7702,37.0822,1
21.1314,83.7865,42.0347,1
21.0200,82.9426,41.6674,1
21.4478,83.0485,47.0371,2
21.4157,82.8103,47.7793,2
21.8192,83.0815,52.6228,2
21.3537,83.1792,52.7466,2
21.5351,83.2767,58.0491,2
21.3681,83.5158,57.7909,2
21.9141,83.2840,64.1434,2
21.8140,83.2261,62.7963,2
21.4386,83.3178,68.4926,2
21.4611,83.4078,68.4404,2
21.7467,82.8653,74.1839,2
21.6791,83.5172,74.1729,2
21.5620,83.1083,79.8389,2
21.5208,83.3824,78.7567,2
21.2066,82.7897,84.4135,2
21.7192,83.2807,84.7835,2
21.6572,82.9253,89.7708,2
21.6129,82.9852,89.7099,2
21.5948,82.9764,94.6479,2
21.8617,83.5722,94.8309,2
21.5904,82.7280,100.0000,2
21.7862,83.3835,98.8626,2
21.5871,87.3303,0.3414,2
21.4887,87.2989,0.3097,2
21.4242,87.1962,5.3598,2
21.8466,87.6110,5.8009,2
21.5916,87.8169,9.6557,2
21.9834,88.0139,10.7546,2
21.7454,87.3570,15.6847,2
21.4568,87.3537,16.0674,2
21.6629,87.9644,21.1028,2
21.2812,87.8617,20.4422,2
21.4671,87.4499,26.5244,2
21.2899,87.1445,25.5754,2
21.7033,87.7234,30.9680,1
21.7781,87.6477,31.2494,1
21.1824,87.0470,36.5445,1
21.8873,87.3329,36.3387,1
21.6085,86.9798,42.3624,1
21.3834,87.1187,42.2930,1
21.9290,88.0278,46.8485,2
21.4596,87.5231,47.9528,2
21.1461,87.3946,52.3880,2
21.1941,86.9673,52.3477,2
21.5907,87.6709,58.0719,2
21.7685,87.3764,57.5423,2
21.5422,87.5771,63.6742,2
21.5494,87.0897,63.3257,2
21.6745,87.7382,68.0817,2
21.4454,87.5953,68.2173,2
21.4890,87.7447,72.9987,2
21.9902,87.1846,74.1176,2
21.5572,87.4498,78.8160,2
21.7503,87.2642,78.6609,2
21.9416,87.3772,83.8727,2
21.2809,87.9281,83.9346,2
21.9913,87.4881,89.5451,2
21.6129,88.0332,88.3776,2
21.6218,87.2889,94.6303,2
21.6088,87.2885,94.8309,2
21.5742,86.9743,100.0000,2
21.7222,87.2058,100.0000,2
21.8461,91.8321,0.4159,2
21.5850,91.9214,0.7854,2
21.7406,91.4079,5.2433,2
21.6937,91.8303,5.2244,2
21.4656,92.0542,9.9902,2
21.3907,91.1808,10.0545,2
21.8284,91.9632,15.7525,2
21.6782,91.5758,15.1935,2
22.0226,91.9914,21.2298,2
21.4078,91.5115,20.7064,2
21.5985,91.6719,26.1452,2
21.2881,92.2186,26.4346,2
21.6703,91.4522,30.7979,1
21.5623,91.4820,31.9337,1
21.7602,91.8085,37.3362,1
21.9397,91.6959,37.3917,1
21.6777,91.0089,42.0280,1
21.4054,91.6484,41.7098,1
21.7001,91.8733,47.9702,2
21.9028,91.0761,46.7689,2
22.1645,91.8818,52.7438,2
21.5854,91.5619,51.6647,2
21.4245,91.5454,57.5368,2
21.4619,92.3466,57.7689,2
21.6346,91.6517,63.4526,2
21.4835,91.9530,63.3797,2
21.3215,91.5467,68.3350,2
21.5353,91.7317,68.7384,2
21.6823,91.6806,73.7270,2
21.1487,91.8123,73.9284,2
21.3820,91.6631,79.2713,2
21.8132,91.7320,79.1082,2
21.7683,91.4870,84.4165,2
21.4547,91.9120,83.4057,2
21.7423,91.5843,89.9564,2
21.4228,91.6059,89.5040,2
21.6657,91.2647,95.0549,2
21.2098,91.3786,93.9555,2
21.7446,91.6990,100.0000,2
21.8736,91.4842,100.0000,2
21.5922,95.7636,0.6533,2
21.9953,95.6600,0.4169,2
21.6428,95.8888,5.3867,2
21.5123,94.7140,6.0306,2
21.4400,95.7170,10.4162,2
21.4222,95.8615,10.5042,2
21.4356,95.8343,15.7730,2
21.7645,95.3874,15.3868,2
21.7240,95.5975,20.6009,2
21.4609,95.7592,21.0040,2
21.5370,95.4809,26.7024,2
21.8442,95.2163,25.5390,2
21.7795,96.2604,30.5144,1
21.7420,96.2808,31.1477,1
21.8949,95.7361,36.9994,1
21.4351,96.0898,37.2593,1
21.9239,96.2217,42.1007,1
22.2006,96.1947,42.3755,2
21.3795,95.3305,46.6459,2
21.3922,96.2027,47.6120,2
21.4563,95.7487,52.5027,2
21.7390,95.5258,52.8064,2
21.6390,95.5348,58.6887,2
21.5198,95.4916,58.3212,2
21.5898,95.9120,62.5656,2
21.7414,96.4412,62.5265,2
21.6498,95.5539,69.7659,2
21.8269,95.8741,67.8071,2
21.3817,96.0134,73.0030,2
21.3127,95.7921,73.7509,2
21.6550,95.6576,79.4074,2
21.4066,95.9775,79.0544,2
21.6991,96.1441,83.9829,2
21.4467,95.2830,83.2010,2
21.5438,95.7572,88.9306,2
21.4047,96.2465,89.9116,2
21.3266,95.6568,94.9398,2
21.4537,95.5469,94.5677,2
21.7971,96.1439,99.6323,2
21.6711,95.7876,99.4959,2
21.5195,99.6207,0.5815,2
21.8894,99.8768,0.0000,2
21.7899,100.3648,4.7060,2
21.5493,99.9823,4.8778,2
21.6561,99.7900,10.2562,2
21.5587,99.5533,9.4981,2
21.7626,99.7779,16.8569,2
21.9733,99.8481,16.9590,2
21.7665,99.8064,19.7617,2
21.7166,100.0094,21.2683,2
21.5332,99.6568,26.1023,2
21.7203,99.8937,26.1356,2
21.2751,100.0274,31.0230,1
21.7627,99.7798,31.4311,1
22.0117,99.9080,36.6218,1
21.6961,99.4644,37.4675,1
21.7777,100.1573,40.4167,1
21.5271,99.6181,42.6673,2
21.7895,100.1164,46.7669,2
21.8778,99.9213,48.2711,2
21.6320,100.1520,52.4014,2
21.8603,100.1825,53.3530,2
21.6145,99.9859,58.1923,2
21.8675,100.3050,57.9638,2
21.2075,100.2431,62.4385,2
21.5859,99.9653,62.4490,2
21.6534,100.6463,68.2647,2
21.7321,100.7067,68.8524,2
21.4500,100.0711,73.9246,2
21.8657,100.3642,72.2993,2
21.4077,99.9790,78.4397,2
20.8389,99.7823,78.9456,2
21.4739,99.7009,84.2313,2
21.6476,99.8594,84.8964,2
21.5905,99.7385,88.9114,2
21.5364,100.3340,89.0618,2
21.6981,100.0284,95.7335,2
21.6570,99.7905,95.1050,2
21.7330,99.8809,99.4180,2
21.6862,100.0191,99.2417,2
23.9983,19.8089,0.0000,2
23.8769,20.3849,0.6040,2
24.1367,20.0808,5.5611,2
23.9671,19.6685,4.8104,2
23.8259,20.4204,11.0647,2
23.7314,20.0160,10.3250,2
23.9163,19.8392,16.4923,2
23.9436,20.0648,15.9016,2
23.7418,20.0326,21.5838,2
24.2419,19.6557,20.2933,2
23.9598,20.3328,26.4956,2
24.0834,19.5919,26.0298,2
23.5081,19.9573,30.4968,1
24.2139,20.4664,31.6493,1
23.6449,20.1127,37.7717,1
24.0425,20.3555,36.5995,1
23.7731,19.9787,41.1419,1
24.4002,20.0419,42.5387,2
23.8551,19.5371,48.0813,2
23.7225,20.1047,47.5900,2
23.9622,19.7646,52.5568,2
23.7574,20.2428,52.9174,2
23.9431,19.8295,58.9484,2
23.6870,19.5366,57.8537,2
23.8958,20.3293,63.4810,2
23.9533,20.1501,63.3990,2
24.3681,20.0760,68.0805,2
23.9871,19.2144,68.4047,2
24.1660,20.1807,73.8335,2
24.0772,20.3310,74.3968,2
24.0369,19.9052,77.7906,2
24.1430,20.1546,79.0237,2
23.8098,20.2895,84.0819,2
23.9405,19.9832,84.4355,2
23.7176,20.1688,89.1132,2
23.8102,20.2656,88.9762,2
24.1241,20.0304,93.9127,2
24.2203,20.0931,94.9339,2
24.1488,20.4498,100.0000,2
24.0708,20.1114,99.8286,2
23.6307,24.2750,0.6895,2
24.0640,23.8903,0.5488,2
23.8855,23.5829,5.7721,2
23.7583,24.7447,5.8370,2
23.9018,24.3483,11.7383,2
24.1474,24.2820,11.9709,2
23.9709,24.3851,15.3214,2
23.6124,24.1242,15.8087,2
24.0132,23.7846,21.3830,2
23.7813,24.3931,21.5201,2
23.8683,23.9214,27.0876,2
24.1220,24.2561,27.0500,2
23.9640,24.0244,31.0781,1
23.9258,24.4420,32.2738,1
23.9521,24.5745,36.7350,1
23.7910,23.8186,36.5890,1
23.6936,24.8134,42.3249,2
23.9282,24.7271,41.4541,1
23.9199,24.8104,47.2964,2
24.4367,24.4462,48.0214,2
24.2143,24.2110,52.3875,2
23.9243,23.9144,52.5986,2
23.9465,24.7173,58.1914,2
24.4199,23.5627,57.2862,2
23.8763,24.6583,63.1031,2
23.6538,24.1370,62.5591,2
23.6686,24.8102,68.2452,2
23.9820,24.1826,68.2953,2
23.7792,24.1173,73.8528,2
24.2311,24.4948,73.0747,2
24.1451,24.3532,78.6350,2
23.9838,24.3822,78.9709,2
24.0434,23.9516,85.2069,2
23.5615,24.3839,84.3939,2
24.0760,23.9980,90.0583,2
23.9258,23.8547,88.9263,2
23.9723,23.7316,95.6371,2
24.1572,24.7586,95.5976,2
23.8770,23.9497,98.6611,2
23.8661,24.7402,99.5861,2
23.9054,28.2547,0.1875,2
24.2046,27.9593,0.0000,2
24.2447,28.6410,5.1335,2
24.2888,28.0115,5.7288,2
23.9337,28.6030,9.3327,2
23.8952,28.6421,10.4947,2
24.1984,28.7876,15.3102,2
24.1122,28.1233,15.8165,2
24.0786,28.1705,21.4461,2
23.8463,28.2468,21.4060,2
23.7802,28.1550,26.8364,2
23.9691,27.9848,26.7436,2
23.8660,28.0001,30.3253,1
24.1281,28.1631,30.9570,1
24.0752,28.6628,36.4486,1
24.1299,29.0375,37.5154,1
24.1856,28.5153,41.8834,1
23.9362,28.5533,41.4765,1
23.7935,27.9927,47.4860,2
23.9640,28.2252,47.7787,2
23.7384,28.2141,53.0218,2
24.1331,28.1823,52.7476,2
23.7916,28.3619,57.9667,2
24.0594,28.5163,58.0313,2
23.7317,28.5375,63.4334,2
24.0852,28.2052,63.6157,2
23.6839,28.2918,68.2833,2
23.6949,28.3338,68.5318,2
23.5822,28.3026,72.8100,2
24.3557,28.4848,73.7471,2
23.9938,28.6024,79.4364,2
23.6347,28.8141,79.5703,2
23.9341,28.3854,82.6591,2
23.6986,28.5767,84.8108,2
24.0931,28.3983,90.4366,2
24.1484,28.3029,90.5647,2
23.7281,27.9795,94.5263,2
23.7956,28.3116,95.1359,2
23.9406,28.4186,100.0000,2
23.4849,27.9665,99.8073,2
23.7788,32.5620,0.7021,2
23.9325,32.2349,0.0000,2
24.2895,33.0913,5.5611,2
23.6349,32.7236,5.4550,2
23.9525,32.4606,10.3450,2
23.8194,32.2881,11.2093,2
24.1238,32.5461,15.9656,2
24.0253,33.3344,16.2258,2
24.1143,32.6430,20.8354,2
24.2239,32.8273,20.6379,2
24.0381,32.8828,25.2679,2
23.7629,32.7404,25.3536,2
23.5941,32.5504,31.8247,1
24.0549,33.1063,31.6201,1
23.8728,32.2394,36.6498,1
24.0889,32.8574,36.9744,1
24.0568,33.0145,42.1429,1
24.2208,32.4136,42.0686,1
23.8512,32.8694,46.8612,2
23.8830,32.0737,47.6656,2
24.1967,32.9048,53.0379,2
24.1152,32.8415,52.9388,2
24.0832,32.4349,57.7946,2
23.9614,32.5309,57.1116,2
23.7004,32.7006,63.6108,2
23.9492,33.4610,62.6980,2
24.0364,33.0189,68.9539,2
24.0784,32.9527,68.4488,2
24.2799,33.0165,73.2581,2
24.0117,32.1674,74.4451,2
23.9922,33.0362,78.8927,2
23.5761,33.4228,79.0129,2
23.7473,32.9753,85.2285,2
23.9069,32.6018,84.3296,2
23.7252,32.4244,90.3646,2
23.9209,32.3803,89.2477,2
24.1619,32.0388,94.8642,2
24.4398,33.2409,95.0234,2
24.2107,33.0236,99.9371,2
24.1323,33.1682,99.3681,2
24.0627,36.9505,0.0516,2
23.9503,36.9116,0.1578,2
24.1711,36.9851,5.1742,2
23.7794,36.7004,5.3937,2
23.8062,37.1259,10.7413,2
24.1761,36.6505,10.1108,2
24.1746,36.8811,15.6882,2
24.0871,37.0405,15.1616,2
24.2243,36.7190,21.9026,2
23.6807,36.9373,20.9598,2
23.5523,37.0396,25.3538,2
23.8890,37.1734,26.0508,2
23.7666,37.0822,31.4542,1
23.8664,37.2246,30.9953,1
23.8554,37.1020,36.2261,1
24.3024,36.7771,37.2794,1
24.1219,36.7964,41.8658,1
23.9388,37.0559,41.6120,1
23.7067,37.2874,47.0010,2
24.0182,36.7814,47.2895,2
24.2334,36.8166,52.4532,2
23.8934,36.6911,52.2965,2
23.8475,37.3411,58.2505,2
23.8783,37.1366,57.1011,2
24.2225,37.2307,64.2761,2
24.1497,36.9733,63.8035,2
23.8222,36.7235,68.3889,2
24.2211,36.5853,67.9400,2
23.9947,37.0574,73.3327,2
24.0815,37.2526,74.2844,2
24.0180,36.8149,79.8152,2
23.9504,37.1242,79.9265,2
24.1144,36.5430,83.5910,2
23.8878,37.0550,84.4329,2
24.3888,36.9726,89.3100,2
23.7207,37.1962,89.4707,2
23.6461,36.8488,94.2390,2
23.8622,36.8440,94.2843,2
23.8498,36.6189,99.6414,2
23.7458,36.6973,99.5527,2
24.0647,41.1129,0.5974,2
24.3247,41.2558,0.2248,2
24.0954,41.1926,5.2883,2
23.9415,40.7461,5.6826,2
23.9411,41.4875,10.9839,2
23.8222,41.4266,9.2459,2
24.3334,40.6511,16.0370,2
24.0329,41.3897,15.6251,2
23.5183,40.9544,20.9431,2
23.5375,41.0662,20.5147,2
24.0772,40.9788,27.2963,1
23.8961,41.1817,26.2093,2
23.6227,40.9912,31.9557,1
24.0678,40.9647,30.8506,1
24.0763,41.1785,37.2638,1
23.8925,40.5473,37.1090,1
23.9455,41.4701,42.1196,1
23.9383,41.1778,41.8068,1
23.8183,41.0233,46.9082,2
23.9015,41.6345,47.8897,2
24.0090,41.5181,52.2191,2
24.4455,40.9145,53.6335,2
24.3472,40.5267,58.6283,2
23.8906,40.8822,58.1571,2
23.7458,41.2032,62.6875,2
23.9828,41.4532,63.3512,2
23.8754,41.2151,67.7178,2
23.7796,40.9235,68.8145,2
24.0285,41.2132,73.6705,2
23.7897,41.4991,73.3353,2
24.0312,41.0190,79.2289,2
23.8263,41.3684,79.6365,2
24.1456,41.0999,83.9930,2
24.5118,40.7551,84.6511,2
24.0139,41.0339,89.5663,2
23.8453,41.1807,89.6321,2
24.4829,41.3739,94.9948,2
24.0625,41.6045,94.2516,2
23.9108,40.4805,100.0000,2
24.1170,40.7540,100.0000,2
23.8036,45.1604,0.0598,2
24.2662,45.0057,0.1456,2
24.1023,45.4337,5.5659,2
24.0997,45.0967,6.1070,2
23.9251,45.1900,11.2001,2
23.8213,45.3592,10.1649,2
24.4512,45.9558,15.7344,2
24.0513,45.2647,15.6152,2
23.9713,45.2510,20.2923,2
24.0000,45.2505,21.2087,2
23.9319,45.1551,26.7532,1
24.0540,45.6820,26.5632,1
23.9078,45.4482,30.5886,1
24.3681,45.3455,32.6712,1
23.7735,44.9279,37.0250,1
24.0199,45.3646,36.9350,1
23.8217,44.8176,42.2468,1
23.6908,44.8501,41.9149,1
24.0335,45.8595,47.8581,2
24.2340,45.4593,47.5518,2
24.4485,44.8663,52.4250,2
23.8803,45.5312,52.1422,2
24.1001,45.4371,58.3014,2
24.1064,45.7247,57.8701,2
24.0534,45.0422,62.6755,2
24.3003,45.0195,63.4785,2
24.0536,45.6157,67.5919,2
24.1256,45.2457,68.1211,2
23.8972,45.5742,74.0498,2
23.9218,44.9214,73.1499,2
24.0980,44.8798,78.8883,2
24.4836,45.4010,79.3185,2
23.7352,44.8950,84.6084,2
23.8909,45.6152,84.2821,2
24.6586,45.1215,89.6683,2
23.7885,45.6028,89.7439,2
23.7751,45.1980,95.4728,2
24.2177,44.8688,94.5539,2
24.3316,45.2430,100.0000,2
24.1728,44.8935,99.5802,2
23.9026,49.8651,0.5599,2
24.1113,49.4619,0.6148,2
23.9368,49.6771,5.7692,2
24.3067,49.4868,5.1319,2
24.2264,49.9152,10.3046,2
23.7464,49.8694,9.7555,2
23.6288,49.4232,15.8407,2
23.7354,49.5402,15.9227,2
23.8513,50.0837,21.2675,2
24.1731,49.0368,20.3202,2
24.0394,50.0301,25.8108,1
23.9760,49.1032,25.9565,1
23.9860,49.3259,30.9262,1
23.6818,48.9079,31.8172,1
24.0669,49.6515,36.3875,1
24.1486,49.6857,36.8458,1
23.9160,49.2789,42.2013,1
24.2708,49.8150,41.9772,1
24.0551,49.1433,47.7335,2
23.7812,49.6808,48.8530,2
23.8334,50.3505,52.8769,2
23.7974,49.2350,53.8141,2
24.0460,49.3038,57.7930,2
24.0335,49.4711,58.0677,2
24.3021,49.1353,63.4802,2
23.9328,49.3240,63.6940,2
23.6551,48.7638,68.5333,2
23.9197,49.0678,67.5658,2
24.3335,49.6126,73.6940,2
24.3864,49.7803,74.5688,2
23.7114,49.1085,79.2559,2
24.0303,49.8486,78.1320,2
24.0881,49.7705,84.6786,2
23.8660,49.6293,83.8227,2
23.8888,49.1608,89.0944,2
23.8992,49.3264,89.0943,2
23.6874,50.0620,94.4866,2
24.0134,48.9460,95.4157,2
23.9808,49.3405,99.7824,2
24.1213,48.5878,99.5879,2
23.9236,53.6450,1.2527,2
23.8799,53.9813,0.9058,2
24.0815,53.4821,4.6209,2
24.0965,54.1777,5.5361,2
24.1941,54.4618,10.9450,2
23.7272,53.6995,11.2114,2
23.8976,54.1359,15.7560,2
24.0142,53.5790,15.8692,2
23.9899,53.2016,20.8318,2
23.7007,53.5621,20.6551,2
24.1497,53.9912,26.5959,1
23.6938,53.6548,25.6422,1
23.9179,53.8784,32.0750,1
24.0419,54.0618,31.7088,1
23.9007,53.9463,37.2953,1
23.8425,53.7979,36.6950,1
23.5456,53.8162,41.4580,1
24.0130,53.2236,41.7454,1
23.8606,54.0447,47.1017,2
23.7324,53.7935,47.2599,2
24.1055,53.3806,52.7370,2
24.4413,53.6124,52.7249,2
23.6152,53.4283,58.1246,2
23.8814,53.8685,58.1072,2
23.6838,53.9888,62.5366,2
23.7944,53.7531,63.9414,2
23.7466,53.7285,68.4991,2
24.0788,54.0394,68.2190,2
24.1497,54.0833,74.5762,2
24.0478,53.7314,73.4469,2
23.6556,53.6008,79.0035,2
23.9255,53.8635,78.2203,2
23.9110,54.2826,84.7083,2
24.0706,53.8014,84.0278,2
23.5966,53.8214,88.2495,2
23.8823,53.6831,89.2501,2
24.3816,54.2315,95.2533,2
23.7623,54.2606,95.0463,2
23.7590,53.6940,100.0000,2
23.8276,53.7264,100.0000,2
23.7272,57.8137,0.0000,2
24.1211,57.6223,0.1459,2
23.6693,57.5547,4.6722,2
23.8895,57.9489,5.4455,2
23.5929,57.8441,10.1510,2
24.0542,57.8144,10.4859,2
23.7984,58.4121,15.1477,2
23.8674,57.9270,15.6638,2
23.7946,57.3512,20.7069,1
23.7555,58.3985,22.1850,1
23.9372,57.4733,26.6848,1
23.7512,57.7300,26.0014,1
23.8473,57.7883,30.9222,1
23.8070,58.2007,31.5622,1
23.9724,57.2251,37.3160,1
23.8103,58.2319,36.9192,1
23.8350,57.3914,43.1927,1
24.1080,58.1537,43.0147,1
23.9922,58.3005,47.1291,1
24.0949,57.7057,47.1165,1
23.9668,57.5145,52.7963,2
23.8850,57.2985,52.4027,2
23.8784,58.1506,58.0373,2
24.2369,58.0508,57.6178,2
23.9357,57.7903,63.4019,2
23.9593,57.7062,63.1622,2
24.0396,57.5928,68.5796,2
23.6316,58.2264,68.6846,2
24.2732,57.5598,74.2509,2
24.1345,57.8401,73.4959,2
23.7303,57.4910,78.5718,2
23.6962,58.3735,78.1963,2
23.9771,58.0254,84.3893,2
24.0364,58.1787,83.9876,2
23.9649,57.8067,90.1249,2
24.3673,57.5366,88.4581,2
24.0612,58.2158,95.7153,2
24.0949,58.3135,95.5669,2
24.2403,58.1591,99.3589,2
23.9457,57.9847,99.9501,2
23.9397,62.5754,0.0000,2
24.1072,62.2002,0.0000,2
23.7320,61.5949,5.5059,2
23.9347,61.8575,4.3251,2
24.0339,62.0531,10.1695,2
23.7546,62.0337,10.7613,2
23.8814,61.7487,15.7604,2
24.1565,62.1173,15.8237,2
23.8822,61.8384,20.5912,1
23.6150,62.4596,21.2839,1
23.9639,62.1939,26.4856,1
23.8005,62.0077,26.0787,1
24.4497,62.4113,31.6629,1
24.2206,62.4772,30.8887,1
23.9028,62.1004,37.1479,1
23.9026,62.0757,36.6114,1
24.1572,61.6723,41.8916,1
23.5786,61.7964,42.2639,1
24.0146,62.0113,47.9304,1
24.2182,62.0845,47.4936,1
23.8569,62.2933,52.0345,2
24.3065,62.4473,52.0321,2
